id_117	user_id	handle
MS11794659	21111098	SenShelby
MS11749703	19726613	SenatorCollins
MS11749308	293131808	PattyMurray
MS11749300	476256944	SenFeinstein
MS11742102	110798061	TTuberville
MS11742102	1345739193721487362	SenTuberville
MS11742101	117839957	Hickenlooper
MS11742101	1318728336923787264	SenatorHick
MS11742100	1152598802873880576	BillHagertyTN
MS11742100	1346873610875654147	SenatorHagerty
MS11741905	1324926274888888320	SenMarkKelly
MS11741903	131546062	SenRickScott
MS11741902	50055701	MittRomney
MS11741902	1078693601356509184	SenatorRomney
MS11741901	1080960924687704064	SenHawleyPress
MS11741901	2352629311	HawleyMO
MS11741900	1080870981877534720	SenatorBraun
MS11741707	262192574	cindyhydesmith
MS11741707	983348251972816896	SenHydeSmith
MS11741706	941000686275387392	SenTinaSmith
MS11741706	47724293	TinaSmithMN
MS11741703	816683274076614656	SenJohnKennedy
MS11741702	946549322	SenatorHassan
MS11741701	30354991	KamalaHarris
MS11741700	3145735852	CatherineforNV
MS11741700	811313565760163844	SenCortezMasto
MS11741505	2955485182	SenatorRounds
MS11741504	22195441	ThomTillis
MS11741504	2964174789	SenThomTillis
MS11741503	2962923040	SenSasse
MS11741503	1480852568	BenSasse
MS11741502	2856787757	SenJoniErnst
MS11741502	1383059977	joniernst
MS11741500	2891210047	SenDanSullivan
MS11741308	15808765	CoryBooker
MS11741308	2167097881	SenBooker
MS11741305	172858784	timkaine
MS11741304	1074480192	SenTedCruz
MS11741304	23022687	tedcruz
MS11741302	1071402577	SenatorFischer
MS11741301	357606935	ewarren
MS11741301	970207298	SenWarren
MS11741300	1068481578	SenAngusKing
MS11741112	1262099252	SenBrianSchatz
MS11741112	47747074	brianschatz
MS11741111	142332083	RonJohnsonWI
MS11741111	233737858	SenRonJohnson
MS11741110	88784440	SenMikeLee
MS11741107	382791093	SenJohnHoeven
MS11741104	216881337	RandPaul
MS11741102	15745368	marcorubio
MS11741101	278124059	SenBlumenthal
MS11740916	15324851	ChrisCoons
MS11740915	234374703	Sen_JoeManchin
MS11740910	45645232	MichaelBennet
MS11740910	224285242	SenatorBennet
MS11740909	7429102	MarkWarner
MS11740908	29201047	SenJeffMerkley
MS11740908	223166587	JeffMerkley
MS11740906	109287731	SenatorShaheen
MS11740902	1096059529	SenatorRisch
MS11740707	202206694	SenJohnBarrasso
MS11740704	242555999	SenWhitehouse
MS11740703	171598736	SenBobCasey
MS11740702	515822213	SenatorTester
MS11740700	33537967	amyklobuchar
MS11740700	22044727	SenAmyKlobuchar
MS11740305	13218102	JohnCornyn
MS11740300	18061669	lisamurkowski
MS11739310	117501995	SenatorCantwell
MH11739307	161791703	BobbyScott
MH11739305	168502762	RepEBJ
MH11739301	188019606	WhipClyburn
MH11731103	1155335864	RepDonaldPayne
MH11731102	975200486	RepThomasMassie
MH11731101	995193054	RepDelBene
MS11729940	87510313	tammybaldwin
MS11729940	1074518754	SenatorBaldwin
MS11729935	221162525	SenToomey
MH11729911	24195214	janschakowsky
MH11729910	76132891	CongMikeSimpson
MH11729908	50452197	RepJohnLarson
MH11729903	161411080	gracenapolitano
MH11729901	303861808	RepThompson
MH11729778	248735463	RepBarbaraLee
MH11729776	22812754	RepGregoryMeeks
MH11729769	112740986	RepRonKind
MH11729768	58928690	RepAdamSmith
MH11729762	161743731	RepKayGranger
MH11729760	19926675	RepKevinBrady
MH11729759	24735461	PeteSessions
MS11729754	296361085	SenJohnThune
MH11729741	74508260	BillPascrell
MS11729735	21269970	RoyBlunt
MS11729732	20113797	stabenow
MS11729732	76456274	SenStabenow
MH11729729	242426145	RepMcGovern
MS11729722	18632666	JerryMoran
MH11729717	789244177	RepDannyDavis
MH11729710	28599820	RepDianaDeGette
MH11729707	30216513	BradSherman
MH11729701	76452765	Robert_Aderholt
MH11729588	15954997	repblumenauer
MH11729573	80612021	JacksonLeeTX18
MH11729571	153944899	RepLloydDoggett
MS11729566	432895323	LindseyGrahamSC
MS11729566	14845376	GrahamBlog
MH11729561	39249305	USRepMikeDoyle
MH11729550	237750442	RepSteveChabot
MS11729548	21157904	SenatorBurr
MS11729534	264219447	SenatorWicker
MH11729504	267938462	RepZoeLofgren
MH11729393	242772524	RepFrankLucas
MS11729389	24768753	sherrodbrown
MS11729389	43910797	SenSherrodBrown
MS11729386	18915145	senrobportman
MH11729379	258900199	RepMaloney
MH11729379	119250381	CarolynBMaloney
MH11729378	164369297	NydiaVelazquez
MH11729377	40302336	RepJerryNadler
MS11729373	18695134	SenatorMenendez
MH11729368	82453460	BennieGThompson
MH11729346	305216911	RepBobbyRush
MS11729345	600463589	MikeCrapo
MH11729339	249410485	SanfordBishop
MH11729323	22545491	KenCalvert
MH11729317	479872233	RepRoybalAllard
MH11729312	249348006	RepAnnaEshoo
MS11729147	29442313	SenSanders
MS11729147	216776631	BernieSanders
MS11729142	486694111	SenJackReed
MH11729109	140519774	rosadelauro
MH11729106	36686040	RepMaxineWaters
MH11722156	36424664	NikemaWilliams
MH11722156	1345461797361504259	RepNikema
MH11722155	489856457	Bethvanduyne
MH11722155	1339633259349745670	RepBethVanDuyne
MH11722154	1247612029	RitchieTorres
MH11722154	1276403757224546304	RepRitchie
MH11722153	1343646545955213312	RepStricklandWA
MH11722153	1206654366758785024	StricklandforWA
MH11722152	1122934522134315009	MichelleSteelCA
MH11722152	1343740146630451200	RepSteel
MH11722151	1205364420	Victoria_Spartz
MH11722151	1344845201479663621	RepSpartz
MH11722150	40282700	MaElviraSalazar
MH11722150	1325928411689349120	RepMariaSalazar
MH11722149	3806081652	DeborahRossNC
MH11722149	1348683154815655940	RepDeborahRoss
MH11722148	1344751420139040783	RepRosendale
MH11722147	1021216905795899392	AugustPfluger
MH11722147	1341120751399809026	RepPfluger
MH11722146	779104195	BurgessOwens
MH11722146	1344481217685692416	RepBurgessOwens
MH11722145	272482466	JayObernolte
MH11722145	1291597452357771264	TeamObernolte
MH11722144	1343578440977494018	RepMarieNewman
MH11722143	3299995136	SheriffTNehls
MH11722143	1347318288850825217	RepTroyNehls
MH11722142	1346205046036377601	RepMrvan
MH11722141	1337452596093587462	RepBlakeMoore
MH11722140	1339006078688825344	RepBarryMoore
MH11722139	1345807954604412929	RepMMM
MH11722139	18131106	millermeeks
MH11722138	1343656635907125250	RepMaryMiller
MH11722137	1334164871420796928	RepMeijer
MH11722136	1344032292432437248	RepLisaMcClain
MH11722135	936626346553413633	KathyManningNC
MH11722135	1337115670161608712	RepKManning
MH11722134	1345825008887721986	RepMann
MH11722133	757862089	NMalliotakis
MH11722133	1344750588026900481	RepMalliotakis
MH11722132	914815520842616834	NancyMace
MH11722132	1343597700542038017	RepNancyMace
MH11722131	1345147845926670337	RepTeresaLF
MH11722131	1128147829606600706	TeresaForNM
MH11722130	1082329240681492481	JakeLaTurner
MH11722130	1345850704800468993	RepLaTurner
MH11722129	2355919591	YoungKimCA
MH11722129	1344677401465397249	RepYoungKim
MH11722128	4863545294	kaikahele
MH11722127	1345883634046279681	RepMondaire
MH11722127	872143958847045632	MondaireJones
MH11722126	1345103905869455361	RepSaraJacobs
MH11722126	1656913327	SaraJacobsCA
MH11722125	1201953403099893760	RonnyJacksonTX
MH11722125	1341903465610686464	RepRonnyJackson
MH11722124	18189966	hinsonashley
MH11722124	1340783304304410625	RepAshleyHinson
MH11722123	898787903609765890	Yvette4congress
MH11722123	1344416719260016641	RepHerrell
MH11722122	1345787285179162624	RepHarshbarger
MH11722122	1237911282440982528	DHarshbargerTN1
MH11722121	1344356576786866176	RepMTG
MH11722121	826065164504006657	mtgreenee
MH11722120	1345536897838436353	RepBobGood
MH11722120	1191470062340845568	GoodForCongress
MH11722119	1124044084669288450	TonyGonzales4TX
MH11722119	1343627416120532992	RepTonyGonzales
MH11722118	1343679195034103808	RepCarlos
MH11722117	1344349650447433729	RepGarbarino
MH11722116	1343664721384398849	RepFranklin
MH11722115	1169399788539928576	FitzgeraldforWI
MH11722114	1344375287484723205	RepFischbach
MH11722114	1159929043816460288	FischbachMN7
MH11722113	1345135363761852416	RepFeenstra
MH11722113	23764160	RandyFeenstra
MH11722112	1343258042704527362	RepPatFallon
MH11722112	256157258	FallonForTexas
MH11722111	96015533	ByronDonalds
MH11722109	1344007696555663360	RepCawthorn
MH11722109	1207874097251639296	CawthornforNC
MH11722108	2237925464	CarlForAlabama
MH11722108	1341091420439015424	RepJerryCarl
MH11722107	1214912699311837184	Kat_Cammack
MH11722107	1344325638983987201	RepKatCammack
MH11722106	1002630999052865536	RepCori
MH11722106	4696552878	CoriBush
MH11722105	1138076821533155328	JamaalBowmanNY
MH11722105	1344389506963808264	RepBowman
MH11722104	1343620645452595200	RepBourdeaux
MH11722104	881222783170228224	Carolyn4GA7
MH11722103	1201670995435646976	laurenboebert
MH11722103	1342989756611907584	RepBoebert
MH11722102	32289500	stephaniebice
MH11722102	1344260196227555334	RepBice
MH11722101	1216104257989963776	CliffBentz
MH11722101	1345788865911656454	RepBentz
MH11722100	4870048156	JakeAuch
MH11722100	1330278736554582016	RepAuchincloss
MH11721990	1276232539510919168	RepJacobs
MH11721989	1267841066335682562	RepTiffany
MH11721988	1262531473057423361	RepMikeGarcia
MH11721988	1114694580232904704	ElectMikeGarcia
MH11721987	1173978070535024642	RepGregMurphy
MH11721986	1912799826	jdanbishop
MH11721985	1136060761422405633	RepFredKeller
MH11721984	1080854935535800320	RepRonWright
MH11721983	1017819745880543238	RepWexton
MH11721983	2212905492	JenniferWexton
MH11721979	1080539438508400642	RepUnderwood
MH11721979	872156132688711681	LaurenUnderwood
MH11721978	1080573351914061825	RepDavidTrone
MH11721977	1079802482640019456	RepLoriTrahan
MH11721975	1079769536730140672	RepRashida
MH11721975	435331179	RashidaTlaib
MH11721974	1079770852302958592	reptimmons
MH11721974	1079770852302958592	RepTimmons
MH11721973	1075040139351597056	RepVanTaylor
MH11721972	1076161611033968640	RepHaleyStevens
MH11721972	391445643	HaleyLive
MH11721971	1083125649609506816	RepGregSteube
MH11721970	1075205691621720064	RepBryanSteil
MH11721969	1075830599007510535	RepPeteStauber
MH11721968	1080885078425784320	RepGregStanton
MH11721966	1078771401497161728	RepSpanberger
MH11721966	882958562296819714	SpanbergerVA07
MH11721965	1078401427347857408	RepSlotkin
MH11721964	1080569698536878081	RepSherrill
MH11721962	1080462532815532032	RepKimSchrier
MH11721961	1082790600292925440	RepChipRoy
MH11721961	1257667158	chiproytx
MH11721959	1081312310059253763	RepJohnRose
MH11721956	4205133682	GReschenthaler
MH11721955	1080584229510172678	RepPressley
MH11721955	31013444	AyannaPressley
MH11721954	1081222837459996672	RepKatiePorter
MH11721954	617266600	katieporteroc
MH11721953	1061310112013434882	RepDeanPhillips
MH11721952	1082369392229400576	RepGregPence
MH11721951	1067748650485497862	RepChrisPappas
MH11721951	574799823	ChrisPappasNH
MH11721950	1082334352711790593	Ilhan
MH11721950	783792992	IlhanMN
MH11721949	1079104563280527364	RepAOC
MH11721949	138203134	AOC
MH11721948	1078749802765139968	RepJoeNeguse
MH11721948	1542372750	JoeNeguse
MH11721946	1081318716573470720	RepCarolMiller
MH11721945	1080574793630527505	RepMeuser
MH11721944	1082380458976051202	RepLucyMcBath
MH11721942	1080898026418384897	RepMalinowski
MH11721942	811239440916054016	Malinowski
MH11721941	1080292515939565568	RepElaineLuria
MH11721940	1080277407867772930	RepAndyLevin
MH11721939	1072134139560620033	RepMikeLevin
MH11721939	14573926	MikeLevin
MH11721938	1079061579973439488	RepSusieLee
MH11721937	1078771848882593793	RepAndyKimNJ
MH11721936	1082311988926124036	RepJohnJoyce
MH11721935	1074782372594413569	RepDustyJohnson
MH11721934	1052896620797460481	RepHoulahan
MH11721931	1082086081238102018	RepJahanaHayes
MH11721930	1080851152151953410	RepJoshHarder
MH11721929	1083474782602125318	RepHagedorn
MH11721928	286476728	DebHaalandNM
MH11721928	1080695666760929280	RepDebHaaland
MH11721927	1081243468327018496	RepMichaelGuest
MH11721926	1080477288955826176	RepMarkGreen
MH11721925	1029094268542099457	Lancegooden
MH11721924	1054381765224210432	RepAGonzalez
MH11721923	1080891667308298240	RepGolden
MH11721922	1080587263132733442	RepSylviaGarcia
MH11721921	1082427779583541248	RepChuyGarcia
MH11721920	1078741899572240384	RepRussFulcher
MH11721919	1075904377221722113	RepFletcher
MH11721917	1075517806551154689	RepEscobar
MH11721917	38960144	vgescobar
MH11721916	1080485692298444800	repdelgado
MH11721916	829061809135030272	DelgadoforNY19
MH11721915	567508925	RepDean
MH11721914	1080516116395499522	RepDavids
MH11721912	1080191866509901826	RepJasonCrow
MH11721911	1080894931311431682	RepDanCrenshaw
MH11721911	930552552302792705	DanCrenshawTX
MH11721910	1080222360643485698	RepAngieCraig
MH11721908	1072158357237174272	RepBenCline
MH11721906	1083472286089396224	RepCasten
MH11721906	66804351	SeanCasten
MH11721905	1028854804087492613	RepTimBurchett
MH11721905	353890966	timburchett
MH11721903	1086316494450032640	RepJimBaird
MH11721902	1080865917377097728	RepCindyAxne
MH11721901	1080515866255593472	RepArmstrongND
MH11721900	1078355119920562176	RepColinAllred
MH11721763	1069636653353000962	RepSusanWild
MH11721762	1067541214671577093	RepMGS
MH11721762	961312723035394048	marygayscanlon
MH11721761	1064595993222615040	RepJoeMorelle
MH11721760	1067818539179024386	repkevinhern
MH11721759	1037341536592310272	RepBalderson
MH11721758	1039879658400112640	RepCloudTX
MH11721757	996094929733652481	RepDLesko
MH11721757	34715823	DebbieLesko
MH11721756	984456621417000960	RepConorLamb
MH11721755	931614483050414080	RepJohnCurtis
MH11721754	2371339658	RepJimmyGomez
MH11721754	398193180	JimmyGomezCA
MH11721753	880480631108644864	RepRalphNorman
MH11721750	854715071116849157	RepRonEstes
MH11721747	816705409486618624	RepTomSuozzi
MH11721746	818713465653051392	RepDarrenSoto
MH11721745	41417564	RepSmucker
MH11721744	828977216595849216	RepRutherfordFL
MS11721743	818554054309715969	SenJackyRosen
MH11721741	806906355214852096	RepRaskin
MH11721740	796736612554117120	RepJimmyPanetta
MH11721739	808416682972770304	RepOHalleran
MH11721738	796183515998068736	RepStephMurphy
MH11721736	816181091673448448	RepMcEachin
MH11721735	814103950404239360	RepBrianMast
MS11721734	1240107944	RogerMarshallMD
MH11721732	818472418620608512	RepAlLawsonJr
MH11721731	816012124505931780	RepDavidKustoff
MH11721730	814179031956488192	CongressmanRaja
MH11721728	816298918468259841	RepRoKhanna
MH11721728	771152516	RoKhanna
MH11721727	827279765287559171	RepMikeJohnson
MH11721726	815733290955112448	RepJayapal
MH11721726	193441812	PramilaJayapal
MH11721725	811986281177772032	RepTrey
MH11721724	843636970538618880	RepClayHiggins
MH11721723	815310506596691968	RepJoshG
MH11721722	818536152588238849	RepGonzalez
MH11721720	815966620300480514	RepGallagher
MH11721719	818948638890217473	RepMattGaetz
MH11721719	58579942	mattgaetz
MH11721718	816303263586914304	RepBrianFitz
MH11721717	806583915012046854	RepDrewFerguson
MH11721715	817076257770835968	RepEspaillat
MH11721714	815952318487298048	DrNealDunnFL2
MH11721713	798973032362606600	RepValDemings
MH11721712	816030424778543104	RepCharlieCrist
MH11721711	815985039485837312	RepLouCorrea
MH11721710	816719802328715264	RepLizCheney
MH11721709	816157667882373120	RepCarbajal
MH11721708	817138492614524928	RepTedBudd
MH11721707	823552974253342721	RepAnthonyBrown
MH11721706	817050219007328258	RepLBR
MH11721705	816652616625168388	RepAndyBiggsAZ
MH11721704	815241612154417152	RepJackBergman
MH11721704	751799352755052544	JackBergman_MI1
MH11721703	816833925456789505	RepBarragan
MH11721702	816131319033950208	RepJimBanks
MH11721702	14836282	Jim_Banks
MH11721701	818975124460335106	RepDonBacon
MH11721700	816284664658874368	RepArrington
MH11721566	90639372	RepDwightEvans
MH11721565	838462994	JamesComer
MH11721565	1274852794206388225	RepJamesComer
MH11721564	742735530287304704	WarrenDavidson
MH11721563	2852998461	RepWesterman
MH11721562	3686482216	RepLaHood
MH11721561	3317799825	RepTrentKelly
MH11721559	2976606250	RepGrothman
MH11721557	2964526557	RepAlexMooney
MH11721556	2930635215	RepNewhouse
MH11721554	2962868158	RepDonBeyer
MH11721551	2929491549	RepBrianBabin
MH11721548	4304448314	CongBoyle
MH11721548	3018670151	RepPeteAguilar
MH11721548	231108733	RepBrendanBoyle
MH11721545	2916086925	RepAdams
MH11721544	834069080	RepDavidRouzer
MH11721542	2966765501	RepJohnKatko
MH11721541	2962813893	RepStefanik
MH11721541	109579534	EliseStefanik
MH11721540	2970462034	RepKathleenRice
MH11721539	2750127259	RepLeeZeldin
MH11721538	2968451607	RepBonnie
MH11721536	3122099613	DonaldNorcross
MH11721531	2914515430	RepTomEmmer
MH11721530	2863006655	RepLawrence
MH11721529	2970279814	RepDebDingell
MH11721526	2696643955	RepMoolenaar
MH11721525	248495200	sethmoulton
MH11721523	2951574214	RepGarretGraves
MH11721519	2964877294	RepBost
MH11721516	2964287128	RepRickAllen
MH11721515	2914163523	RepLoudermilk
MH11721514	2975091705	CongressmanHice
MH11721513	2973870195	RepBuddyCarter
MH11721510	2862577383	RepKenBuck
MH11721508	236279233	NormaJTorres
MH11721507	3044993235	RepTedLieu
MH11721507	21059255	tedlieu
MH11721506	41533245	aguilarpete
MH11721504	2968007206	RepDeSaulnier
MH11721503	2953974395	RepFrenchHill
MH11721502	2966570782	RepRubenGallego
MH11721502	49217025	RubenGallego
MH11721500	2861616083	USRepGaryPalmer
MH11721375	2293131060	RepKClark
MH11721373	1623308912	RepJasonSmith
MH11721373	26653478	JasonSmithMO
MH11721372	1045110018	RepDanKildee
MH11721371	1339931490	RepRobinKelly
MH11721371	38285038	RobinLynneKelly
MH11721370	1206227149	repmarkpocan
MH11721370	309070309	MarkPocan
MH11721368	1058917562	RepDerekKilmer
MH11721367	1072008757	RepChrisStewart
MH11721366	1083448909	RepFilemonVela
MH11721365	1074129612	RepVeasey
MH11721364	1077446982	RepRWilliams
MH11721362	231510077	JoaquinCastrotx
MH11721360	1058051748	TXRandy14
MH11721359	1058345042	RepTomRice
MH11721358	776664410	RepCartwright
MH11721356	18773159	RepScottPerry
MH11721355	1060370282	RepMullin
MH11721353	976969338	RepDaveJoyce
MH11721352	1531521632	RepBeatty
MH11721351	518644221	RepBradWenstrup
MS11721350	28267055	kevincramer
MS11721350	1048784496	SenKevinCramer
MH11721346	935033864	RepRichHudson
MH11721344	1072467470	RepSeanMaloney
MH11721343	467823431	RepJeffries
MH11721342	1051127714	RepGraceMeng
MH11721342	571214272	Grace4NY
MH11721340	1058717720	RepAnnieKuster
MH11721339	389840566	RepHorsford
MS11721338	11651202	SteveDaines
MH11721337	1051446626	RepAnnWagner
MH11721333	1089334250	RepAndyBarr
MH11721330	1065995022	RepWalorski
MH11721329	1092979962	RepCheri
MH11721329	257180565	CheriBustos
MH11721328	993153006	RodneyDavis
MH11721326	1071840474	RepSchneider
MS11721325	1058520120	SenDuckworth
MH11721321	1077121945	RepLoisFrankel
MH11721315	1135486501	RepScottPeters
MH11721315	292594517	ScottPetersSD
MH11721314	1260172386	RepJuanVargas
MH11721313	1055730738	RepLowenthal
MH11721312	1037321378	RepMarkTakano
MH11721311	1089859058	RepRaulRuizMD
MH11721309	1222257180	RepCardenas
MH11721308	1243902714	RepBrownley
MH11721307	1128514404	RepDavidValadao
MH11721307	36676406	dgvaladao
MH11721306	942156122	RepSwalwell
MH11721306	377609596	ericswalwell
MH11721304	950783972	RepBera
MH11721303	1071102246	RepHuffman
MH11721303	334894942	JaredHuffman
MH11721302	1069124515	RepLaMalfa
MS11721301	968650362	SenTomCotton
MS11721301	343041182	TomCottonAR
MS11721300	1080844782	SenatorSinema
MS11721300	20747881	kyrstensinema
MH11721198	558769636	RepBonamici
MH11721196	402719755	MarkAmodeiNV2
MH11721193	237299871	RepMoBrooks
MH11721191	234057152	RepMGriffith
MH11721188	240427862	RepMcKinley
MH11721187	242926427	HerreraBeutler
MH11721179	235312723	DesJarlaisTN04
MH11721178	235190657	RepChuck
MH11721174	240393970	RepJeffDuncan
MS11721173	217543151	SenatorTimScott
MH11721172	23593446	davidcicilline
MH11721167	935368364	MikeKellyPA
MS11721166	27044466	jameslankford
MS11721166	225921757	SenatorLankford
MH11721165	234822928	RepBobGibbs
MH11721163	211420609	RepSteveStivers
MH11721162	211530910	RepBillJohnson
MH11721150	1444015610	USRepLong
MH11721150	21572351	auctnr1
MH11721149	237763317	RepHartzler
MH11721148	299883942	CongPalazzo
MH11721142	233949261	RepHuizenga
MH11721140	232992031	USRepKeating
MH11721139	960962340	RepAndyHarrisMD
MH11721137	267854863	RepRichmond
MS11721133	59969802	ToddYoungIN
MS11721133	234128524	SenToddYoung
MH11721132	234812598	RepLarryBucshon
MH11721128	219429281	RepKinzinger
MH11721123	234797704	AustinScottGA08
MH11721118	234014087	RepWilson
MH11721116	281540744	RepWebster
MH11721110	239949176	RepKarenBass
MH11721108	234469322	rep_stevewomack
MH11721106	233693291	RepRickCrawford
MH11721105	229197216	RepDavid
MH11721103	240760644	RepGosar
MH11721103	872148729184362497	DrPaulGosar
MH11721102	381152398	RepTerriSewell
MH11720959	137794015	RepTedDeutch
MH11720959	65541270	TedDeutch
MH11720958	88806753	RepGaramendi
MH11720955	193732179	RepJudyChu
MH11720954	56864092	RepMikeQuigley
MS11720953	1136711154435207168	CynthiaMLummis
MS11720953	22831059	SenLummis
MH11720952	78445977	GerryConnolly
MH11720946	18967498	CongressmanGT
MH11720944	20545793	RepSchrader
MH11720941	153486399	RepMarciaFudge
MH11720934	84119348	RepPaulTonko
MS11720932	19318314	SenatorLujan
MS11720932	91125308	benraylujan
MS11720930	1099199839	MartinHeinrich
MH11720927	122174004	repdinatitus
MH11720927	17907578	dinatitus
MH11720926	1849261916	RepBlaine
MS11720923	145292853	GaryPeters
MS11720923	236511574	SenGaryPeters
MH11720920	14984637	chelliepingree
MS11720919	1017500185356853248	SenBillCassidy
MS11720919	55677432	BillCassidy
MH11720916	1908143071	RepGuthrie
MH11720909	25086658	congbillposey
MH11720907	31611298	jahimes
MH11720903	50152441	RepMcClintock
MH11720902	1081240074946252801	RepKirkpatrick
MH11720762	24913074	RepSpeier
MH11720759	1209417007	SteveScalise
MH11720758	26051676	RepGusBilirakis
MH11720757	199325935	RepAndreCarson
MH11720756	15356407	RobWittman
MH11720755	15394954	boblatta
MH11720750	1410590874	PeterWelch
MH11720749	1080509366	RepBillFoster
MH11720748	162069635	RepCohen
MH11720738	18166778	Jim_Jordan
MS11720735	899978622416695297	gillibrandny
MS11720735	72198806	SenGillibrand
MH11720733	240812994	RepYvetteClarke
MH11720729	296245061	RepAdrianSmith
MH11720725	237862972	RepWalberg
MH11720724	364415553	RepSarbanes
MH11720723	384913290	RepJohnYarmuth
MS11720713	92186819	maziehirono
MH11720712	24745957	RepHankJohnson
MH11720709	20467163	VernBuchanan
MH11720708	1880674038	USRepKCastor
MS11720707	150078976	ChrisMurphyCT
MH11720706	85396297	RepJoeCourtney
MH11720705	20552026	RepPerlmutter
MH11720704	584012853	RepDLamborn
MH11720703	19739126	GOPLeader
MH11720702	385429543	RepMcNerney
MH11720542	18696134	RepSires
MH11720538	38254095	DorisMatsui
MH11720537	22669526	RepGwenMoore
MH11720535	17976923	cathymcmorris
MH11720533	210926192	RepCuellar
MH11720530	26424123	RepMcCaul
MH11720529	156333623	RepAlGreen
MH11720527	22055226	replouiegohmert
MH11720522	27676828	PatrickMcHenry
MH11720521	16256269	virginiafoxx
MH11720519	33576489	RepBrianHiggins
MH11720518	18805303	JeffFortenberry
MH11720517	163570705	repcleaver
MH11720504	1140648348	RepDWStweets
MH11720504	115979444	DWStweets
MH11720501	245451804	RepJimCosta
MH11720356	18030431	JudgeCarter
MH11720355	15751083	michaelcburgess
MS11720351	278145569	MarshaBlackburn
MH11720344	23124635	TomColeOK04
MH11720343	13491312	RepTimRyan
MH11720343	466532637	TimRyan
MH11720342	51228911	RepMikeTurner
MH11720340	432676344	GKButterfield
MS11720330	18137749	ChrisVanHollen
MH11720329	305620929	Call_Me_Dutch
MH11720322	1081350574589833221	RepEdCase
MH11720321	168673083	repdavidscott
MH11720316	37094727	MarioDB
MH11720310	312134473	RepLindaSanchez
MH11720307	344972339	RepDevinNunes
MH11720307	54412900	DevinNunes
MH11720305	28602948	RepRaulGrijalva
MH11720301	33977070	RepMikeRogersAL
MS11720146	193794406	SenCapito
MH11720145	404132211	RepRickLarsen
MH11720138	254082173	RepJoeWilson
MH11720136	18909919	JimLangevin
MH11720124	29766367	RepSamGraves
MH11720122	516880804	BettyMcCollum04
MH11720119	310310133	RepStephenLynch
MH11720107	22509548	DarrellIssa
MH11720107	63650107	repdarrellissa
MH11720104	29501253	RepAdamSchiff
MS11720101	5558312	JohnBoozman
MH11715616	442824717	RepRichardNeal
MH11715454	31801993	FrankPallone
MH11715448	15764644	SpeakerPelosi
MH11715446	124224165	RepFredUpton
MH11715438	155669457	RepDavidEPrice
MH11715433	1276209702322438148	RepKweisiMfume
MH11715433	1191327658124165123	Mfume4Congress
MS11715424	7270292	JimInhofe
MH11715410	252249233	RepPeterDeFazio
MS11715408	109071031	SenatorCardin
MH11715029	581141508	RepMarcyKaptur
MS11715021	247334603	SenatorDurbin
MS11715021	308794407	DickDurbin
MH11715019	22523087	repjimcooper
MS11715015	381577682	TomCarperforDe
MS11715015	249787913	SenatorCarper
MS11714921	1249982359	senatemajldr
MH11714873	22012091	LeaderHoyer
MS11714871	250188760	RonWyden
MS11714858	17494010	SenSchumer
MH11714854	550401754	RepHalRogers
MS11714435	1129029661	EdMarkey
MS11714435	21406834	SenMarkey
MS11714307	242836537	SenatorLeahy
MS11714226	10615232	ChuckGrassley
MH11714066	37007274	repdonyoung
