user_id	screen_name	account_type	political_affiliation	display_name
60403024	AndrewHClark	Political - Other	Republican / Right	Andrew Clark
1058520120	SenDuckworth	Political - Elected Official	Democrat / Left	Tammy Duckworth
25387735	franklinleonard	Political - Other	Democrat / Left	Franklin Leonard
17852894	jordanzakarin	Journalist	Democrat / Left	Jordan Zakarin
2178681566	DavidJollyFL	Political - Other	Democrat / Left	David Jolly
10292132	joelpollak	Journalist	Republican / Right	Joel Pollack
808421803521671168	_sonofisaac	Political - Other	Democrat / Left	Son of Isaac
616737225	atdavidhoffman	Political - Other	Democrat / Left	David Hoffman
20178419	cwarzel	Political - Other	Democrat / Left	Charlie Warzel
40302336	RepJerryNadler	Political - Elected Official	Democrat / Left	Rep. Nadler
595245502	chick_in_kiev	Journalist	Democrat / Left	Talia Lavin
15384969	JRehling	Political - Other	Democrat / Left	JRehling
163649954	stevenzequ	Political - Other	Democrat / Left	between 4 and 7 dogs
2195241	fmanjoo	Political - Other	Democrat / Left	farhad manjoo
254151878	brad_dickson	Political - Other	Democrat / Left	Brad Dickson
55192727	mattdizwhitlock	Political - Other	Republican / Right	Matt Whitlock
1197838337626779648	DakotaStandard	Media Outlet	Democrat / Left	South Dakota Standard
20818801	dailykos	Media Outlet	Democrat / Left	Daily Kos (Tune in to Daily Kos' 🎙️ The Brief)
29896002	thomas_elness	Political - Other	Democrat / Left	Thomas Elness
1276140426	DeAngelisCorey	Political - Other	Republican / Right	Corey A. DeAngelis
20729327	wallisweaver	Political - Other	Democrat / Left	Wallis Weaver
84734907	KristenClarkeJD	Political - Other	Democrat / Left	Kristen Clarke
42518865	FPWellman	Political - Other	Republican / Right	Fred Wellman
4696552878	CoriBush	Political - Elected Official	Democrat / Left	Cori Bush
1006096223596511244	MeidasTouchPod	Political - Other	Democrat / Left	The Resistance 🇺🇸
1403424932	senatorjen	Political - Elected Official	Democrat / Left	Jen Jordan
993137216309383169	NathanMackBrown	Political - Other	Democrat / Left	Nathan Mackenzie Brown 🌎
1543986138	stuartpstevens	Political - Other	Republican / Right	stuart stevens
50434933	LifeNewsHQ	Media Outlet	Republican / Right	LifeNews.com
17261066	adamcbest	Political - Other	Democrat / Left	Adam Best
830886553123700736	MontyBoa99	Political - Other	Democrat / Left	Monty Lincoln's Speeches Boa
4486093643	DNCWarRoom	Political - Elected Official	Democrat / Left	DNC War Room
4429709805	ReaganBattalion	Media Outlet	Republican / Right	Reagan Battalion
573753709	coyotecreek158	Political - Other	Democrat / Left	Snitty Shainzona
31059230	MikeDelMoro	Political - Other	Democrat / Left	Michael Del Moro
24431892	markos	Political - Other	Democrat / Left	Markos Moulitsas
241201438	Bakari_Sellers	Political - Other	Democrat / Left	Bakari Sellers
752221293181825025	LynnSharig8	Political - Other	Democrat / Left	Shari Lynn
1871975262	PeoplesCourt79	Political - Other	Democrat / Left	Robert People
46822887	AngryBlackLady	Journalist	Democrat / Left	⚓️🚢Imani Gandy 🚢⚓️
6724252	kerpen	Political - Other	Republican / Right	Phil Kerpen
39349894	EricTrump	Political - Other	Republican / Right	Eric Trump
373522445	BradMossEsq	Political - Other	Democrat / Left	Bradley P. Moss
48325671	chipfranklin	Journalist	Democrat / Left	Chip Franklin InsideTheBeltway.com
37190669	NikkiFried	Political - Elected Official	Democrat / Left	Nikki Fried
93071854	soloyochapin	Political - Other	Democrat / Left	"Nestor ""the boss"" Gomez"
71627462	JonahDispatch	Political - Other	Democrat / Left	Jonah Goldberg
3946773623	VermontSOS	Political - Elected Official	Democrat / Left	Vermont Secretary of State’s Office
744070482832596992	joshdcaplan	Journalist	Republican / Right	Josh Caplan
965004924370079744	ShahidForChange	Political - Other	Democrat / Left	Shahid Buttar for Congress
2323448533	SpiroAgnewGhost	Political - Other	Democrat / Left	Spiro Agnew's Ghost
61371461	AkilahObviously	Journalist	Democrat / Left	Akilah Hughes
161731355	ForrestBennett	Political - Elected Official	Democrat / Left	Forrest Bennet
35516339	AbdulElSayed	Political - Other	Democrat / Left	Dr. Abdul El-Sayed
851985789072408576	HighWireTalk	Media Outlet	Republican / Right	The HighWire
1915033663	davidhogg111	Political - Other	Democrat / Left	David Hogg
815733290955112448	RepJayapal	Political - Other	Democrat / Left	Rep. Pramila Jayapal
2880052887	trom771	Political - Other	Democrat / Left	Ted
8349572	justin_hart	Journalist	Republican / Right	Justin Hart
7860902	ilyseh	Political - Other	Democrat / Left	Ilyse Hogue
21149655	ArthurSchwartz	Political - Other	Republican / Right	Arthur Schwartz
87853386	rebeccanagle	Journalist	Democrat / Left	Rebecca Nagle
111683028	mikefarb1	Journalist	Democrat / Left	MikeFarb
36618079	drmistercody	Journalist	Democrat / Left	Cody Johnston
23593446	davidcicilline	Political - Elected Official	Democrat / Left	David Cicilline
2704681687	EthicalSkeptic	Political - Other	Republican / Right	Ethical Skeptic
18124790	MSignorile	Journalist	Democrat / Left	Michelangelo Signorile
1067968702400876544	american2084	Political - Other	Democrat / Left	Steve Herzfeld
2329492448	OliviaTroye	Political - Other	Republican / Right	Olivia of Troye
1106771843929788419	NotHoodlum	Political - Other	Democrat / Left	Hoodlum
14709326	GravelInstitute	Political - Other	Democrat / Left	Gravel Institute
1078473840	MayorKirkHNL	Political - Elected Official	Democrat / Left	Kirk Caldwell
87371781	Imani_Barbarin	Political - Other	Democrat / Left	Imani Barbarin, MAGC | Crutches&Spice
784890784273215488	BillyBaldwin	Political - Other	Democrat / Left	Billy Baldwin
24439201	jameshohmann	Political - Other	Democrat / Left	James Hohmann
49698174	tomselliott	Political - Other	Republican / Right	Tom Elliott
322128988	DanielGStone	Political - Other	Democrat / Left	Daniel Stone
1274893135823290368	StarChicken7	Political - Other	Democrat / Left	StarChicken - マユミ (¯ ¯٥)
2315698776	mchooyah	Political - Other	Republican / Right	Robert J. O'Neill
863320472641044481	RespectableLaw	Political - Other	Democrat / Left	Respectable Lawyer
1585983950	NathanHRubin	Journalist	Democrat / Left	Nathan H. Rubin
435331179	RashidaTlaib	Political - Elected Official	Democrat / Left	Rashida Tlaib
767788995962998784	ReallyAmerican1	Media Outlet	Democrat / Left	ReallyAmerican.com
899149856	vicksiern	Political - Other	Republican / Right	vicki cecilX
245424983	rweingarten	Political - Other	Democrat / Left	Randi Weingarten
521747968	ossoff	Political - Elected Official	Democrat / Left	Jon Ossoff
372483103	MarkHarrisNYC	Political - Other	Democrat / Left	Mark Harris
1201348645225930752	lmauricecpr	Political - Other	Democrat / Left	Grande Capo
3938173949	KayKosmos	Political - Other	Democrat / Left	Kay
1006474869570093056	samanthamarika1	Political - Other	Republican / Right	samanthamarika
14125005	lyzl	Political - Other	Democrat / Left	Lyz Lenz
28185163	BeauWillimon	Political - Other	Democrat / Left	Beau Willimon
15455253	nedryun	Political - Other	Republican / Right	Ned Ryun
18379614	RubinReport	Journalist	Republican / Right	Dave Rubin
15368940	GottaLaff	Journalist	Democrat / Left	Laffy
25198779	amandamull	Political - Other	Democrat / Left	Amanda Mull
1093245238917955588	HarrisCoJudge	Political - Elected Official	Democrat / Left	Office of Judge Lina Hidalgo
640893	EWErickson	Journalist	Republican / Right	Erick Erickson
2491804962	EnglishTeach07	Political - Other	Democrat / Left	Jess Piper
925812848537800706	NicoleClowneyAR	Political - Elected Official	Democrat / Left	Nicole Clowney
23098409	aroseblush	Political - Other	Democrat / Left	Alex
15327996	BFriedmanDC	Political - Other	Democrat / Left	Brandon Friedman
1129029661	EdMarkey	Political - Elected Official	Democrat / Left	Ed Markey
1120698997327294464	reedgalen	Political - Other	Democrat / Left	Reed Galen
2434051392	SymoneDSanders	Political - Other	Democrat / Left	Symone D. Sanders
184789840	aginnt	Political - Other	Republican / Right	Aaron Ginn
340613382	NYinLA2121	Political - Other	Democrat / Left	YS
30395567	emrazz	Political - Other	Democrat / Left	feminist next door
1111940934	davidplouffe	Political - Other	Democrat / Left	David Plouffe
492833134	mikandynothem	Political - Other	Republican / Right	Michale Nöthem
36715753	Hoosiers1986	Political - Other	Republican / Right	Bradley Scott
2314055840	mayaharris_	Political - Other	Democrat / Left	Maya Harris
2424440299	SenatorRobHogg	Political - Elected Official	Democrat / Left	Rob Hogg
12046642	LtGovGilchrist	Political - Elected Official	Democrat / Left	Garlin Gilchrist II
247174365	LinaHidalgoTX	Political - Elected Official	Democrat / Left	Lina Hidalgo
231510077	JoaquinCastrotx	Political - Elected Official	Democrat / Left	Joaquin Castro
281633898	nicolergalloway	Political - Elected Official	Democrat / Left	Nicole Galloway
801549353227841536	ida_skibenes	Political - Other	Democrat / Left	Ida Skibenes
101534630	RTMannJr	Political - Other	Democrat / Left	Robert Mann
1599266138	themaxburns	Political - Other	Democrat / Left	Max Burns
1633058688	JamesKosur	Political - Other	Democrat / Left	James Kosur
755946560794558464	amvetsupport	Political - Other	Democrat / Left	American Veteran
50669520	DrJasonJohnson	Political - Other	Democrat / Left	Dr. Jason Johnson
74508260	BillPascrell	Political - Elected Official	Democrat / Left	Bill Pascrell, Jr.
600663197	xjelliott	Political - Elected Official	Democrat / Left	Joyce Elliott
204444440	SexCounseling	Political - Other	Republican / Right	Dr. Dawn Michael
3333055535	EricHolder	Political - Other	Democrat / Left	Eric Holder
21522338	marwilliamson	Political - Other	Democrat / Left	Marianne Williamson
2393323908	thecjpearson	Political - Other	Republican / Right	CJ Pearson
10615232	ChuckGrassley	Political - Elected Official	Republican / Right	ChuckGrassley
197496309	FrankLuntz	Political - Other	Republican / Right	Frank Luntz
21789463	JayInslee	Political - Elected Official	Democrat / Left	Jay Inslee
778763106289758208	JennaEllisEsq	Political - Other	Republican / Right	Jenna Ellis
765197252	ForrestDunbarAK	Political - Elected Official	Democrat / Left	Forrest Dunbar
450341380	madrid_mike	Political - Other	Republican / Right	Mike Madrid
77413975	WindsorMann	Political - Other	Democrat / Left	Windsor Mann
1243560408025198593	MeidasTouch	Political - Other	Democrat / Left	MeidasTouch.com
1083551928821448710	RedWingGrips	Political - Other	Republican / Right	John D
817869452473548800	DrAlGrossAK	Political - Other	Democrat / Left	Dr. Al Gross
16972715	murray_nyc	Political - Other	Democrat / Left	MURRAY
33608041	ksorbs	Political - Other	Republican / Right	Kevin Sorbo
17813513	jeremynewberger	Political - Other	Democrat / Left	Jeremy Newberger
212657985	michelleinbklyn	Political - Other	Democrat / Left	Michelle Goldberg
22663306	my3monkees	Political - Other	Republican / Right	𝕞𝕖𝕝𝕚𝕤𝕤𝕒
818282957618216960	SamanthaJPower	Political - Other	Democrat / Left	Samantha Power
394724132	TopherSpiro	Political - Other	Democrat / Left	Topher Spiro
409486555	MichelleObama	Political - Other	Democrat / Left	Michelle Obama
868673067223887872	BaddCompani	Political - Other	Democrat / Left	Badd Company
806862084277407744	ValerieJarrett	Political - Other	Democrat / Left	Valerie Jarrett
1265761679947771905	AccountableGOP	Political - Other	Republican / Right	The Republican Accountability Project
14869615	JuliusGoat	Political - Other	Democrat / Left	A.R. (Actually Republic) Moxon
91150764	Zac_Petkanas	Political - Other	Democrat / Left	Zac Petkanas
4484115214	MarkHertling	Political - Other	Democrat / Left	Mark Hertling
92317603	PhilEhr	Political - Other	Democrat / Left	Phil Ehr
764187379	RachelBitecofer	Political - Other	Democrat / Left	"Rachel ""The Doc"" Bitecofer"
2874102076	stclairashley	Political - Other	Republican / Right	Ashley StClair us
18208368	kurtbardella	Political - Other	Democrat / Left	Kurt Bardella
4726207589	ByYourLogic	Journalist	Democrat / Left	Engagement Farming Today for XP
21348880	Timodc	Political - Other	Republican / Right	Tim Miller
1283359081	GwenGraham	Political - Other	Democrat / Left	Gwen Graham
247334603	SenatorDurbin	Political - Elected Official	Democrat / Left	Senator Dick Durbin
85165134	socialistdogmom	Political - Other	Democrat / Left	molly conger
380468726	MikeConnollyMA	Political - Elected Official	Democrat / Left	Mike Connolly
1965420800	NormEisen	Political - Other	Democrat / Left	Norm Eisen
58348452	TheJordanRachel	Political - Other	Republican / Right	Jordan Rachel
90480218	RichardGrenell	Political - Other	Republican / Right	Richard Grenell
826589191412862976	JoeCunninghamSC	Political - Other	Democrat / Left	Joe Cunningham
15725659	MattWolking	Political - Other	Republican / Right	Matt Wolking
130617778	KeithOlbermann	Political - Other	Democrat / Left	Keith Olbermann
19638751	DavidPepper	Political - Other	Democrat / Left	David Pepper
821784477076750338	DrBiden	Political - Other	Democrat / Left	Dr. Jill Biden
1731223328	TheScottCharles	Political - Other	Democrat / Left	Scott Charles
1178039474346852352	Matthew_4_Trump	Political - Other	Republican / Right	Matthew Holliday
30726383	Pappiness	Political - Other	Democrat / Left	Nick Jack Pappas
1221462414744596483	RpsAgainstTrump	Political - Other	Republican / Right	Republicans against Trumpism
3298708805	Booker4KY	Political - Other	Democrat / Left	Charles Booker
120995738	Freeyourmindkid	Political - Other	Democrat / Left	Black Aziz aNANsi
96648433	Miriam2626	Political - Other	Democrat / Left	Sara Spector
3222921301	avoiceforchoice	Political - Other	Republican / Right	A Voice For Choice Advocacy
369613362	BrianSimsPA	Political - Other	Democrat / Left	Brian Sims
137271569	allareblessed	Political - Other	Democrat / Left	Sean Turner Wear a Mask!
21150492	JunkScience	Political - Other	Republican / Right	Steve Milloy
3317659546	Shawnee_Leath	Political - Other	Democrat / Left	Mary Leath
4639413136	marklutchman	Political - Other	Republican / Right	Mark Lutchman
350822109	ElijahSchaffer	Journalist	Republican / Right	ELIJAH SCHAFFER
19161570	NHJennifer	Political - Other	Republican / Right	Jennifer Horn
1323730225067339784	WhiteHouse	Political - Elected Official	Democrat / Left	The White House
32804484	Bubblebathgirl	Political - Other	Republican / Right	Paul A. Szypula, US Senate Candidate for NY in ‘22
832978972602429440	GrahamAllen_1	Journalist	Republican / Right	Graham Allen
886398296146706432	davenewworld_2	Political - Other	Democrat / Left	Fifty Shades of Whey
4081106480	realDailyWire	Media Outlet	Republican / Right	The Daily Wire
16968683	yarbro	Political - Elected Official	Democrat / Left	Jeff Yarbro
26044686	Ruth_HHopkins	Political - Other	Democrat / Left	Ruth H. Hopkins, B.S., M.S., J.D.
17974481	nkjemisin	Political - Other	Democrat / Left	N. K. Jemisin
878087280321335298	KaitMarieox	Journalist	Republican / Right	Kaitlin Bennett
2945287090	RealBrysonGray	Political - Other	Republican / Right	ALBUMS OUT NOW
226194552	LegendaryEnergy	Political - Other	Republican / Right	An0maly
1066773270773547008	blackwomenviews	Journalist	Democrat / Left	BlackWomenViews Media
4510762632	maya_chavez_	Political - Other	Democrat / Left	Maya Chavez
1221242033530195970	ReverendWarnock	Political - Elected Official	Democrat / Left	Senator Reverend Raphael Warnock
825829081866436608	irishrygirl	Political - Other	Democrat / Left	Irishrygirl
972909709	Braveheart_USA	Political - Other	Republican / Right	BraveHeart
454513795	9NewsNancy	Political - Other	Republican / Right	NANCY
14377605	TheDemocrats	Political - Elected Official	Democrat / Left	The Democrats
1201670995435646976	laurenboebert	Political - Elected Official	Republican / Right	Lauren Boebert
2366083123	mrotzie	Political - Other	Democrat / Left	hodel in the streets, chava in the sheets
125128723	RaheemKassam	Journalist	Republican / Right	Raheem Kassam
481762079	BlackCatUnloads	Political - Other	Democrat / Left	Aaron Black
3180247177	KevinKileyCA	Political - Elected Official	Republican / Right	Kevin Kiley
798953701972938752	NickKnudsenUS	Political - Other	Democrat / Left	Nick Knedsen 🇺🇸
858466264875900929	mccaffreyr3	Political - Other	Democrat / Left	Barry R McCaffrey
87679233	AlexBerenson	Political - Other	Republican / Right	Alex Berenson
23176276	MeghanMcCain	Political - Other	Republican / Right	Meghan McCain
23865382	AnaKasparian	Journalist	Democrat / Left	Ana Kasparian
240107748	DavidAFrench	Political - Other	Democrat / Left	David French
2438831503	ChanelRion	Journalist	Republican / Right	Chanel Rion OAN
245441097	JoeConchaTV	Political - Other	Republican / Right	Joe Concha
14298769	MollyJongFast	Political - Other	Democrat / Left	@MollyJongFast
143104075	KyleKulinski	Journalist	Democrat / Left	Secular Talk
14542977	TomJChicago	Journalist	Democrat / Left	Tom Joseph
14619527	ericuman	Journalist	Democrat / Left	Eric Umansky
15464697	JuddLegum	Journalist	Democrat / Left	Judd Legum
15515169	toddstarnes	Journalist	Republican / Right	toddstarnes
155784594	TVietor08	Journalist	Democrat / Left	Tommy Vietor
15694863	beyerstein	Journalist	Democrat / Left	Lindsay Beyerstein
1003107003693137921	glennkirschner2	Political - Other	Democrat / Left	Glenn Kirschner
101816065	joelockhart	Political - Other	Democrat / Left	Joe Lockhart
112047805	brithume	Political - Other	Republican / Right	Brit Hume
115563859	richardhine	Political - Other	Democrat / Left	Richard Hine
11744152	yashar	Journalist	Democrat / Left	Yashar Ali
121489431	CharlesPPierce	Political - Other	Democrat / Left	Charles P. Pierce
123281100	AndyOstroy	Political - Other	Democrat / Left	Andy Ostroy
138182116	trish_regan	Journalist	Republican / Right	Trish Regan
14146966	aravosis	Journalist	Democrat / Left	John Aravosis 🇺🇸🇬🇷🏳️‍🌈
14190948	jbouie	Political - Other	Democrat / Left	b-boy bouiebaisse
14251225	jheil	Journalist	Democrat / Left	John Heilemann
288277167	atrupar	Political - Other	Democrat / Left	Aaron Rupar
2949261587	BenjaminPDixon	Journalist	Democrat / Left	Benjamin Dixon
3096996858	JohnsonHildy	Journalist	Republican / Right	Mairead McArdle
50772918	ClayTravis	Journalist	Republican / Right	Clay Travis
523248016	jsolomonReports	Journalist	Republican / Right	John Solomon
535643852	JordanSchachtel	Journalist	Republican / Right	Jordan Schachtel
547007735	meaganmday	Political - Other	Democrat / Left	Meagan Day
55376380	MattGertz	Political - Other	Democrat / Left	Matthew Gertz
558360059	Zigmanfreud	Political - Other	Republican / Right	John Ziegler
570248641	DermotMCole	Journalist	Democrat / Left	Dermot Cole
604940737	HeerJeet	Journalist	Democrat / Left	Jeet Heer
25202268	SaraCarterDC	Journalist	Republican / Right	Sara A. Carter
252398355	RMConservative	Journalist	Republican / Right	Daniel Horowitz
264361128	Liz_Wheeler	Political - Other	Republican / Right	Liz Wheeler
26487169	LouDobbs	Journalist	Republican / Right	Lou Dobbs
27000730	Timcast	Journalist	Republican / Right	Tim Pool
27995424	johncardillo	Political - Other	Republican / Right	John Cardillo
2835451658	MrAndyNgo	Political - Other	Republican / Right	Andy Ngo
742453163098296320	EmmaVigeland	Journalist	Democrat / Left	Emma Vigeland
177564016	SteveDeaceShow	Journalist	Republican / Right	Steve Deace
18005085	MZHemingway	Political - Other	Republican / Right	Mollie
18071459	MarkSimoneNY	Journalist	Republican / Right	MARK SIMONE
18320938	DeanObeidallah	Journalist	Democrat / Left	(((DeanObeidallah)))
19084896	TheRickWilson	Political - Other	Republican / Right	Rick Wilson
19422491	grantstern	Journalist	Democrat / Left	Grant Stern
195271137	larryelder	Journalist	Republican / Right	Larry Elder
19568591	ananavarro	Political - Other	Republican / Right	Ana Navarro-Cárdenas
21862217	krystalball	Political - Other	Democrat / Left	Krystal Ball
2199541	HelenKennedy	Political - Other	Democrat / Left	Helen Kennedy
334715818	BuckSexton	Journalist	Republican / Right	Buck Sexton
34082620	JesseKellyDC	Journalist	Republican / Right	Jesse Kelly
34643610	EricBoehlert	Political - Other	Democrat / Left	Eric Boehlert
36529101	seanmdav	Political - Other	Republican / Right	Sean Davis
3932768472	EmeraldRobinson	Journalist	Republican / Right	Emerald Robinson
932011810235891712	alexsalvinews	Journalist	Republican / Right	Alex Salvi
96505646	WarOnDumb	Political - Other	Democrat / Left	Kyle Whitmire
40353407	ElieNYC	Political - Other	Democrat / Left	Elie Mysta
41634520	seanhannity	Journalist	Republican / Right	Sean Hannity
479724576	WalkerBragman	Political - Other	Democrat / Left	Walker Bragman
16116288	rolandsmartin	Political - Other	Democrat / Left	rolandsmartin
16989178	jamesokeefeiii	Political - Other	Republican / Right	James O'Keefe
