"","twitter_handle","user_id","tweetscore","X1","X2"
"1","briebriejoy","1332630685",-1.06469838245359,-4.22892347426223,0.225790008712953
"2","virgiltexas","15970820",-1.8456152206496,-4.92928065831489,1.12284977160524
"3","willmenaker","1450298610",0.745822616188012,-6.96025042899582,2.37395964648721
"4","davidklion","25466022",-1.84374648281173,-2.52529917124439,1.94362462088814
"5","byyourlogic","4726207589",-2.06850851184541,-5.90342867078211,1.55836683260488
"6","ryangrim","16170253",1.0181967557789,-1.77289475326869,-0.134599464643204
"7","kylekulinski","143104075",0.0139937627999119,-5.89943527575466,-1.4424003043095
"8","benjaminpdixon","2949261587",-1.96716190486252,-4.43570425709496,0.315007725069661
"9","krystalball","21862217",-1.6863993517103,-2.51674795258766,-0.455885284011226
"10","kenklippenstein","1634248890",-1.55642097659083,-4.86076255213677,2.15977527282704
"11","cushbomb","21970248",-1.81800635751602,-5.94266545655643,1.94580323624045
"12","ryanlcooper","214120461",-0.763224978936992,-3.05160582462938,1.40168167052425
"13","ninaturner","188793260",-1.97899158131962,-2.88388301390094,-0.232870008248203
"14","alexnpress","2789857374",-2.05464090958854,-4.63701515296914,1.60998419395659
"15","ebruenig","1471542956",0.450947585141729,-2.65610099519013,-0.0204155831046227
"16","jordanuhl","68752979",-0.390711775767525,-3.15508937659134,2.24859207361587
"17","adamjohnsonnyc","756331316",-1.40203627481883,-5.04997090768474,1.4234635275801
"18","mattbruenig","327337127",-1.7504463285206,-3.58737183786283,0.831062147128762
"19","mtaibbi","38271276",0.84845288032285,-2.85828240430306,-2.02320030599284
"20","davidsirota","14855994",-1.5367314755015,-3.66370755835388,0.0889447998462498
"21","naomiaklein","189376144",-2.09196420803186,-2.94947548503689,0.809911627086957
"22","sunraysunray","33805522",-1.76846856863697,-3.97989253986118,0.440322200202175
"23","samseder","15473574",-0.829665226695901,-2.29569083074881,0.991836008570237
"24","meaganmday","547007735",-2.38873494011142,-5.41607905303345,0.666438409490561
"25","kthalps","15859912",-0.290429593108454,-4.21848692722641,-0.0163180987714279
"26","chrislhayes","4207961",-1.30675266548517,-0.935759542675867,0.9022890541063
"27","nathanjrobinson","197080008",-1.31359271658155,-2.78555171086004,-0.0914670917031423
"28","seanmcelwee","318692762",-0.90141197915098,-1.78274466710482,1.03581041907933
"29","mmflint","20479813",-1.80390210383425,-1.85285690296461,-0.106219410160898
"30","hasanthehun","326756275",-0.565724181825582,-5.09540052733376,1.7709248148108
"31","drmistercody","36618079",0.459822505760871,-3.29252329696131,2.92059287177717
"32","nomikikonst","16879936",0.485463294392066,-2.94613621819613,-0.571892879255729
"33","heerjeet","604940737",-2.01472943918304,-1.80478232576111,1.26593718238057
"34","cenkuygur","429227921",-1.84014596593961,-2.37221650526692,-0.760508936240991
"35","micahuetricht","195631270",-1.18332251993079,-3.99432537157652,0.55112893124794
"36","lukewsavage","283258239",-1.44230544652715,-6.09927540519579,0.792617959448766
"37","ggreenwald","16076032",0.27263166258882,-3.01553833675563,-2.46979947129924
"38","nataliesurely","243800816",-1.61827117161344,-4.18304837503364,1.13015344551687
"39","profwolff","78768913",-0.5680931552208,-3.20910911601308,-0.414808296309127
"40","cornelwest","36743910",-1.23487291432279,-2.58151779384659,-0.534612603551834
"41","katearonoff","637196658",-1.9998170082398,-3.10445690635474,1.36892525601692
"42","shaunking","755113",-1.83224540921857,-2.50708284559655,0.378317694750224
"43","jbouie","14190948",-2.30885738576849,-1.0115569732962,1.11983753714743
"44","ashleyfeinberg","165944767",0.683482964194711,-2.17960800497246,1.92364755341436
"45","jeremyscahill","23839835",0.294374089638105,-2.57643343534908,0.424145550340062
"46","trillburne","322430128",-0.851354007584432,-5.60913674070184,1.93831976895029
"47","libbycwatson","26579715",NA,-2.97933232920824,2.06344595606098
"48","feraljokes","18194194",-1.26447376470257,-5.21605138866403,2.34596103000005
"49","eoinhiggins_","277880167",-1.74458829771262,-4.92043558647378,1.80238481291443
"50","rbreich","148529707",-1.4567424976128,-0.895258213277204,1.56850038066046
"51","maxblumenthal","53789862",-0.234539203116492,-4.66570679620044,-1.77044658347839
"52","anakasparian","23865382",-1.41134885684361,-3.31315082433111,-0.431435776761042
"53","robrousseau","18000989",-1.43042753249032,-6.14507352885409,1.8221715615794
"54","ezraklein","18622869",-1.00004870457418,0.0840058747761319,0.256374656363103
"55","davidcorndc","15220768",0.411248871587763,0.923307188478908,1.08608765293158
"56","pareene","50149303",-1.4697916189417,-2.44249279246312,1.40119853153087
"57","carlbeijer","913252447",-1.67654706697431,-5.3985698056495,1.12226074594577
"58","anandwrites","24889586",0.164980485408603,-1.03940541363101,1.38637487630721
"59","liz_franczak","21926927",0.566348332410305,-6.6686184938412,0.868685464496664
"60","peterdaou","18464266",-0.798789834832835,-2.04670086439857,0.492688764959705
"61","emmavigeland","742453163098296320",-1.7596270983609,-2.52713945793279,0.660381982278804
"62","jamie_elizabeth","17985093",-1.44715153646084,-4.34986533512532,0.988621601328461
"63","lhfang","7900962",1.07221520418617,-3.61056980243096,-1.66449985317335
"64","deep_beige","605556917",1.12593551375637,-4.5930669388413,1.43263494160648
"65","prettybadlefty","753005970318626816",-1.48602847702151,-5.13576112988626,0.800737648541982
"66","mehdirhasan","130557513",-0.437717233049912,-1.07837449382068,1.48079992578872
"67","onesarahjones","113250460",-1.45130571324621,-3.09617611967837,1.90645161562702
"68","davidaxelrod","244655353",0.553778092598625,1.48450353788964,0.384933513057057
"69","maddow","16129920",-0.129313829643471,0.919264845757921,1.17239582304173
"70","crulge","14887636",-0.587754856216874,-5.00351915431479,1.87652246394445
"71","mattyglesias","15446531",-1.25324507136878,-0.596485933032749,0.265309791876282
"72","aaronjmate","153517357",-1.29377072686653,-5.42972753079265,-2.33982905727205
"73","atrupar","288277167",-1.2821030421252,0.85681604341027,3.14613411893504
"74","jonfavs","130496027",-0.631327494257488,0.122753645718149,0.748950955446174
"75","shaun_vids","755024353708892160",0.442736669649617,-4.9273264271774,4.85731592479016
"76","gaywonk","323599188",-2.27692170522336,-2.22612387210669,2.68142774154807
"77","krangtnelson","4517565515",0.46559689816538,-5.73866407875789,2.34121214569418
"78","gunnelswarren","2725669979",-2.34905136897856,-3.59383506297016,0.270303583346684
"79","aidachavez","1672053968",-0.60080522874589,-2.97492512969006,0.842112088625776
"80","walkerbragman","479724576",0.398047127843317,-3.25173308445957,-0.585891254239741
"81","wideasleepnima","218597735",-1.99235259474971,-3.40979712721709,1.55282323820358
"82","breenewsome","110326494",-1.92338978851255,-0.99181904193712,2.48981923132145
"83","elivalley","23985504",-1.84927560090762,-4.4200456251777,2.68759265099079
"84","shujaxhaider","18432426",-2.27379231486327,-4.85507899022461,1.54254516920128
"85","zephyrteachout","15467700",-1.88413383589057,-2.21085868696622,0.779895075878015
"86","mattbinder","14931637",-0.907864350411835,-3.81720406699193,0.596673272247753
"87","matthewstoller","2030711",0.0329782651224157,-2.49687697722651,-1.11497378114031
"88","garbageape","738007484946894848",-1.78213068921126,-5.06740235558391,1.63117373758271
"89","johniadarola","25694156",-1.66609939829078,-2.74967872779061,0.266305399192379
"90","lawrence","158426909",-1.18438269914896,0.793500342476602,1.7401031821808
"91","tvietor08","155784594",0.429729338583594,0.453473091840776,0.975909753320069
"92","contrapoints","27938182",-1.68268692875279,-3.10386641982185,3.37051486951457
"93","brandyljensen","3099901028",-1.41712444756678,-4.10415271016556,2.90998318803715
"94","internethippo","19638752",-0.451742050170933,-5.41942464840426,2.51682502506668
"95","pattymo","2328421",-1.76757485020191,-3.86210194814096,3.70156918201453
"96","econ_marshall","2496925550",-2.3624873309065,-3.27587297762054,1.64722854583495
"97","danieldenvir","226963044",-2.01561683937579,-3.51958987210318,0.703043452617917
"98","iphilsomething","55080227",-2.30188621147421,-2.97837545429499,0.188825345800057
"99","coreyrobin","38413836",-1.6650991421587,-2.80810302732259,0.88065769826535
"100","sethabramson","3223426134",NA,2.19447422603775,2.19652212641983
"101","_waleedshahid","329115426",-1.31583908082503,-2.28291832579576,0.912701880370135
"102","danpfeiffer","2922928743",-0.849136608098273,0.530949160357992,0.889655498487734
"103","joyannreid","49698134",0.279477017382328,0.954763259019309,1.72039246897646
"104","karpmj","226344061",0.0167547980244891,-4.61689497638305,0.28780595876613
"105","classiclib3ral","813554157097459714",-0.0408658375244281,-2.68005529837208,2.49667630017045
"106","alexandrasiera","794962652556443649",-1.1451477107506,-1.79306636192995,0.647157058004105
"107","jackcalifano","776121625229991936",-2.03404056442411,-3.74533075144943,0.90204172574311
"108","ayocaesar","619050616",-1.62723090315492,-3.71970274803114,1.80199501498802
"109","adamfriedland","291762556",-0.783278895419189,-5.52055781040515,1.97346967468898
"110","kath_krueger","228990510",-0.562443425617627,-4.09257869756967,2.26769291247494
"111","rcbregman","200514238",-1.98098580399486,-2.01829515538311,1.40656651063632
"112","j_manprime21","127398666",-1.24105077524808,-4.73770447520496,0.030199649581004
"113","profdavidharvey","84944278",-2.09809756929767,-3.29112255381139,0.68161508949198
"114","abbymartin","24258355",-2.27816245116787,-5.97947024937375,-0.250052620077112
"115","grimkim","15814350",-1.95339807606022,-3.03889128317197,2.55309581801075
"116","mattlech","14980220",0.24092688616056,-3.76878288410574,1.43461524989462
"117","nhannahjones","25598396",-0.536972172122463,-0.471030595292377,1.86063743146345
"118","jonathanchait","50446226",0.0578477080288947,0.276097617362455,0.173036520889951
"119","raniakhalek","37501003",-1.26292730188603,-4.31414290715591,-0.0527467999707738
"120","realtimblack","1013374544",0.738998338130286,-3.11741326720045,-0.706311368336105
"121","revdrbarber","2400284491",-1.61812742863725,-0.739155357198379,2.31528061421595
"122","davidhogg111","1915033663",-0.579657507627618,-0.118643953705682,1.73802734698565
"123","benburgis","1006272236028915712",0.994645513737262,-3.42661699768212,-0.770169453005495
"124","shoe0nhead","1733467884",0.500756803865272,-6.18273397017979,-4.06938306134823
"125","franifio","547114168",-1.6045773430292,-2.58668242278893,1.07169880024956
"126","esglaude","180535644",-1.6309125635946,-0.622852536218469,2.06094678637833
"127","keeangayamahtta","148192924",-1.63591738847791,-2.72151432350418,0.949260366596025
"128","samadlerbell","142386580",0.50663916481701,-3.39656112366652,1.49808066459484
"129","markamesexiled","38214152",0.284399311359249,-4.81825083773593,-1.12057876237557
"130","daviddoel","18805188",-1.38897015535879,-3.97156682258506,-0.22353502701843
"131","fshakir","7868832",0.46020173514587,-1.2404332125372,-0.19957083345974
"132","ddayen","7864222",-1.54829297391463,-2.45771882948026,0.522522953145944
"133","paulkrugman","17006157",-1.24841083899162,-0.197334941983003,0.839072493327022
"134","adamserwer","16326882",-0.833642237228864,-0.769892821247719,1.30165302966271
"135","brhodes","820354372827758592",-1.57830079241793,-0.0720325422801165,1.36241601200613
"136","mollyjongfast","14298769",-0.632229055201307,0.795990558411082,4.23687848369394
"137","jaketapper","14529929",1.15093452085224,1.08178865039529,0.0460635047900343
"138","drdooleymd","2917736960",-0.91123444423359,-3.78692213615489,-0.240712662022818
"139","jordanchariton","113364160",-1.8104395173314,-3.03390135349758,-0.672867207333505
"140","gtconway3d","471677441",0.898986708168747,2.03895497844525,0.875796083551206
"141","danrather","36711022",-0.909054858728241,0.873033894615485,1.65511580530295
"142","brianbeutler","21696279",0.704675126211037,-0.677968577921729,1.2485733216059
"143","marclamonthill","20068679",0.609849416484822,-1.69694671377443,-0.681840494004794
"144","jaboukie","319769408",-1.85906532417078,-3.78431080449346,2.18788319967721
"145","respectablelaw","863320472641044481",-1.11406273052705,-3.99539424823137,1.92206580917745
"146","jaredlholt","2885543426",0.0462566148318198,-3.32990805233565,3.62886199414061
"147","emilygorcenski","1483064670",-2.27815605001383,-2.15666797996204,4.09670865028185
"148","chrislynnhedges","759786534",-0.947224482065749,-4.39071813933884,-1.93596628700512
"149","malaikajabali","155260599",-1.782841119511,-3.9482374972662,0.430704725682163
"150","anastasiakeeley","118938550",-0.454640878274924,-3.05265634951591,1.69012391386909
"151","bronzehammer","36195015",-0.950452025501773,-4.86059607813091,3.29755754236248
"152","nycsouthpaw","22429979",0.580704571359534,-0.282726856799879,1.23241678394715
"153","dpakman","21514744",-0.962807252784171,-0.952952000043116,0.316780494834547
"154","preetbharara","834081571493785600",0.928060670488607,2.21548300399594,0.755886493893922
"155","joycewhitevance","548384458",-1.36827949255269,1.95133466929343,2.46520222921815
"156","antifashgordon","1038816795036200964",1.26700005082741,-2.8280654112498,3.25018805786452
"157","kevinmkruse","3060489838",-1.56461279671168,-0.184472020497691,2.0314269841101
"158","roseanndemoro","573842268",-1.45942792439464,-3.44945630830747,-0.455410572741402
"159","samstein","15463671",1.0568855706617,0.46062594547666,0.393709195585714
"160","brianstelter","14515799",0.826058904386532,0.932374306534633,0.2707345842947
"161","billkristol","2800581040",1.31271849599223,1.2510850281854,-0.187929029297502
"162","maggienyt","93069110",1.22775846552031,1.61023612279005,-0.339830917380918
"163","elienyc","40353407",-1.28539371413672,-0.127105900756265,2.60317867727114
"164","esaagar","408806531",1.28448745238609,-1.50023052101016,-3.92709584455705
"165","leslieleeiii","36517491",-2.13416491923886,-5.25351267480618,0.902894686430931
"166","jackallisonlol","18497157",0.667086727852712,-5.45036662505759,1.87007978067998
"167","shannonrwatts","246939630",-1.87072263792838,0.881604678023752,2.40439704626606
"168","billmckibben","21786618",-1.9274324755018,-1.54381194650062,0.625683439817178
"169","bad_takes","3344423229",1.32690745002034,-3.5064639542646,3.17841149603281
"170","jadomian","368448364",-1.75857355096412,-4.56242600671464,1.40940087186554
"171","david_j_roth","171346034",-1.7919464460248,-3.51736767075839,3.35644770998379
"172","allahliker","1155167918293995521",1.2679129329318,-4.64526195649244,2.93501255762575
"173","connorsouthard","1097291030",0.895749942051186,-5.1596515871547,2.16260940702904
"174","benjaminnorton","852269288",-0.16205453754788,-5.5594884195544,-0.836947646792468
"175","ericlevitz","825713234",-1.75413427323394,-2.14471705724167,0.907269914242455
"176","chick_in_kiev","595245502",-1.72027506955391,-1.98449931651357,2.8013197052266
"177","lizardrumsfeld","384993861",-2.32291376050796,-4.4887651069072,2.64581588169771
"178","cascamike","338779219",-1.04815717947179,-3.07349620095598,0.609333072213562
"179","nkulw","253586885",-1.84535068135084,-3.78965810337502,2.03235804559719
"180","vanjones68","131497030",0.888667071355066,-0.550378030079272,-1.28312919371386
"181","proustmalone","114232540",-1.44776820478286,-5.04063590685955,-0.358242351049693
"182","owenjones84","65045121",-2.0652142586233,-3.25303976935689,0.648463655555575
"183","hbomberguy","29472053",-2.29986485004812,-4.99836383577144,3.46658994467563
"184","lsarsour","27187343",-1.4030591726486,-2.45307253440847,0.355317071710048
"185","pblest","22529203",-1.92292169544301,-3.60596333921368,1.76049274695558
"186","andrewperezdc","21579498",-0.92479387132634,-3.32869978756086,0.802351289175835
"187","mattbors","15161984",-1.83167068461394,-3.19387335613917,2.13621908323066
"188","mcbyrne","14372270",-1.2192556530945,-1.96887565255448,1.6299574498581
"189","daveweigel","13524182",1.08395276360064,-0.648430571276015,0.25846963461465
"190","bethlynch2020","829715365223682048",-1.94177487657934,-4.71359657945072,-0.60445817865798
"191","pixelatedboat","2999158160",-1.39964436774104,-3.93992447500242,4.71421015230195
"192","waltshaub","830908366377611266",-1.3515615523066,1.05981101246814,2.02944677217139
"193","bourgeoisalien","2396910715",-2.32074599116124,-5.04623623587218,0.339156056660379
"194","jemelehill","35586563",-1.43261573891668,-0.659801182313581,2.15429836882448
"195","katyturnbc","39000115",0.403502234037568,1.06566610786318,1.11098272310633
"196","maxboot","28162211",1.0719074612306,2.363420748388,1.25714735011389
"197","joenbc","21619519",0.689144575942322,1.8537978905874,-0.0910475366725913
"198","mtracey","24127811",0.861650768103591,-2.43548330144652,-3.00563643670887
"199","jabaribrisport","833866550906068992",-1.6204499274241,-3.4077703728352,-0.0282551535258064
"200","natesilver538","16017475",0.140132023089253,0.19953730237264,-0.244232735461487
"201","davidfrum","18686907",0.8549532523834,0.931520142962477,0.299024591684194
"202","redistrict","74820061",0.680874859842065,0.441776933284869,-0.282517169662959
"203","nate_cohn","463765807",-0.283700642097786,0.209014624616179,-0.310986915878391
"204","therickwilson","19084896",1.31236686391038,1.52626836411506,0.299457674634148
"205","jbarro","16244449",0.646320984114066,0.356804051015667,-0.669483832963496
"206","philiprucker","59331128",1.14117421048529,1.81112566826882,0.134667819379903
"207","benjaminwittes","186667011",0.914017986421985,1.90109814571441,0.783535823118272
"208","steveschmidtses","786309892990574592",0.306362164908066,1.83075431902524,0.908495951115227
"209","natashabertrand","372536101",0.769639333463781,1.46981627590074,1.55925663756174
"210","tribelaw","4091551984",-1.44283665443594,1.99627383627446,1.67132103029576
"211","peterbakernyt","123327472",1.22555348103909,2.17339435790447,-0.0152346804867989
"212","radiofreetom","459872442",1.16688169406199,2.30362866583898,0.423368910459199
"213","davidafrench","240107748",1.39389638839427,0.707560325752599,-1.71359947487137
"214","jrubinblogger","218975278",0.397748819231055,1.70318376885163,0.973401193530516
"215","ananavarro","19568591",1.09716158038054,1.73781595795884,0.091206971546133
"216","matthewamiller","55948054",-1.12904632745132,1.25106698907128,1.16485977089922
"217","joshtpm","21268897",0.349283551263138,0.534995482938196,0.609014288686989
"218","seungminkim","19186003",1.18623425059397,1.37124247342285,-0.253994920004902
"219","chucktodd","50325797",1.101922274899,1.56785314705794,-0.473588242996605
"220","neal_katyal","780206406024691712",-0.789684879002098,2.13321847903784,2.12295058591586
"221","nicolledwallace","860555190",1.08338736327295,2.56323264967748,1.18951693873808
"222","theplumlinegs","20508720",0.591624482700554,0.396466689034667,0.946751366814376
"223","forecasterenten","138141495",-1.51590000217215,-0.0296212317376697,-0.491724761853464
"224","sykescharlie","95463107",1.39613385589405,1.19021702482745,-0.465072349435651
"225","jonlovett","174110843",0.586148327489906,-0.119072849258404,1.08642173302325
"226","cillizzacnn","14412533",1.00661406185831,1.29083511589812,-0.465858735384664
"227","jonahdispatch","71627462",1.54977474102927,1.22965887566321,-1.62176194843291
"228","matthewjdowd","288363743",0.0860709065116192,1.88066860802329,0.501551930350825
"229","timodc","21348880",1.15406706035563,0.870481110531649,-0.417804900070793
"230","hotlinejosh","21612122",1.22123960847748,1.11954619575811,-1.19379045348983
"231","jakesherman","21252618",1.25014423805654,1.72491470537711,-0.599862395347602
"232","ryanlizza","80617430",1.02722098342355,1.06472811983036,0.252576673790907
"233","timalberta","184860130",1.31511873134343,0.805301374626891,-0.767292026573389
"234","jheil","14251225",0.69058325057671,1.67955756051336,0.607720962035163
"235","alexburnsnyt","79743108",0.185147487440047,0.754642222587689,-0.177793584958486
"236","amyewalter","50073507",1.27012282953572,1.16583101237567,-0.549858350477351
"237","susan_hennessey","7855062",-0.239822961106974,1.22041502425407,1.17968954083955
"238","douthatnyt","546135718",1.11663927616156,-0.301122296943326,-1.51149491217416
"239","juddlegum","15464697",0.307417116692695,-0.217304033747103,1.33229002370162
"240","popehat","18839937",0.99592236834771,-0.100529980592928,0.114446129378775
"241","conor64","14046504",1.09611646785597,-0.512900123380662,-1.11726385283384
"242","larrysabato","21313053",1.09660424251484,1.11649387373445,-0.126053468474681
"243","dandrezner","75797367",0.676678093008629,-0.0230977478159645,0.0795808641069515
"244","jonlemire","182398325",0.938775806061067,1.98210712517045,0.0315010114284027
"245","saletan","83374478",1.00443479008312,0.379062567438582,-0.101635069439926
"246","sallyqyates","875029068223315968",-1.48487300270754,2.11562443833181,0.939960894823974
"247","ianbremmer","60783724",0.858989340645167,0.982578335872697,-0.0499255261884545
"248","jeffreygoldberg","47448886",0.964608463643695,1.29576545633574,-0.0673564914312247
"249","asharangappa_","510464011",0.424625035640142,2.2422912631227,2.11946905660393
"250","asteadwesley","362111287",-1.39006343487202,-0.433369100448377,0.79637070879302
"251","nickconfessore","258885469",0.977823669274928,0.969555551235823,-0.10340622820564
"252","abbydphillip","126722715",1.12455547891067,1.23260572913084,0.300783889242272
"253","jwgop","532690100",-0.106068958958504,1.51058084403859,0.704911646666879
"254","mcfaul","454099919",0.129014163232834,1.90186086892721,1.16902708931692
"255","ronbrownstein","731167584",1.1015740924942,0.926305588959163,-0.0860677006570566
"256","rwpusa","2863996955",-1.29563651969996,2.048235309022,1.60573513429427
"257","aslavitt","1383272101",-1.71940276080819,0.950542573698222,1.90407490599511
"258","malcolmnance","2573480784",-1.74425297366128,1.68939552458864,2.93669274192025
"259","seantrende","125375423",1.33348544512596,0.0731529349541426,-1.46073423313832
"260","sullydish","331816614",0.884248339585063,-0.0550834987841421,-0.983749001912284
"261","alivelshi","16378486",0.519888539961331,1.32957426654866,1.92983369165635
"262","jonkarl","15931637",1.18345889152996,1.56777845777673,-0.67229409618097
"263","sarahkendzior","47475039",-1.18742617468487,0.111725365719724,2.48001667784833
"264","stuartpstevens","1543986138",1.26925597672266,1.27083404958351,0.0116854847654487
"265","anniekarni","309282144",1.10803077448813,1.46175488990449,0.12416694269946
"266","benyt","9532402",1.10761936889101,0.0316199597660828,-0.534025949491126
"267","emptywheel","15985111",-0.715831228385577,-0.691687404254943,1.67274195741037
"268","jimsciutto","22129280",0.909593902404343,2.20409220613065,0.837771258344197
"269","neeratanden","125453969",-1.72550944807699,0.789323540425135,1.0985386280397
"270","paulbegala","352548417",-0.834069541111729,1.33636352919494,0.476410800130361
"271","pbump","950531",0.0223962712237824,0.0372335142819092,0.633811539878727
"272","charlescwcooke","233484761",1.68660201769567,0.677433865815378,-2.26892992988542
"273","frankluntz","197496309",1.275105475996,1.13962697436823,-1.2830014055664
"274","juliaioffe","71048726",1.09587696749215,0.834849535486555,0.425687842585485
"275","georgewill","2255182597",1.24348064804998,2.41097249940459,-1.24538240074401
"276","halliejackson","37590426",1.04333611630488,1.41608703064709,-0.335338987198362
"277","kkondik","251627765",0.872317215638078,0.358125156604608,-0.656245170371865
"278","noahcrothman","168531961",1.15468003852065,0.941917679946854,-1.54038141041143
"279","billscher","14246055",-0.257139805925712,0.0572580624727679,-0.283520813431265
"280","elistokols","75939860",0.940885705474864,1.47704030534991,-0.122590534217819
"281","evanmcmullin","1051396218",1.30116143943651,2.12738301695554,1.1408591587006
"282","murphymike","20786801",1.17111788478466,1.3886505109372,-0.161118624430713
"283","normeisen","1965420800",0.497763060554734,1.73801657169125,1.4283500718694
"284","ambassadorrice","820378690920058880",-0.659140879898696,1.33146433389318,0.874527421279652
"285","benshapiro","17995040",1.92497034411127,0.519015016171289,-2.9092376619489
"286","gelliottmorris","57029492",-0.926187673005888,-0.0614513011379132,-0.0330583881297316
"287","ktumulty","14270650",1.09417272971315,1.23235082774999,-0.0153176109248602
"288","mollyesque","130945778",1.09190620464339,0.636954275727538,-0.167244930938977
"289","normornstein","2223157392",-1.04199676926488,1.12112837269112,1.22545599293192
"290","renato_mariotti","759481842814726144",0.878714215589377,2.07562867479094,1.44540148840665
"291","sruhle","382685028",0.70158928379654,1.97708191661867,1.2291047770623
"292","willwilkinson","2568461",0.955432419266647,-0.44252828498997,0.0764051407035377
"293","benjysarlin","16006592",0.841764040770302,0.105949580277521,-0.14388378348315
"294","blakehounshell","17243582",1.03533190071767,0.873110296226109,0.057587981803025
"295","davidjollyfl","2178681566",0.940053556405786,2.35937880885266,1.34496534168047
"296","edokeefe","16930125",1.19272453169929,1.42068890941119,-0.443447186364962
"297","ejdionne","453319164",0.554666057658138,0.723077219384282,0.766131449090315
"298","glennkesslerwp","235196204",0.952485211859861,1.11520538903288,0.199357630122574
"299","mepfuller","398088661",1.14046383049191,-0.384226833864729,0.126995443843758
"300","cjane87","15195539",0.266418825694159,-0.719596725452155,-0.463223392012173
"301","claremalone","43360950",1.07493332157982,-0.128511163295844,-0.137128345093915
"302","janemayernyer","561516853",0.146814728897073,0.444248872752857,0.943291727926712
"303","mimirocah1","774407512598704128",-0.161399675844839,1.6892599295413,1.71581045572228
"304","nytdavidbrooks","633980404",1.15812576972905,0.62016950798445,-1.24926883939347
"305","asymmetricinfo","16353245",0.88835264223696,0.00880113768442634,-1.5774399620012
"306","barbmcquade","20094409",-0.0883471322525111,2.44908601418845,2.27166802725142
"307","mckaycoppins","21431618",1.22324497079288,0.500523636923823,-0.553684365155882
